label,message
ham,Please remind me to pick up book on my way home.
spam,Urgent! Your account will be suspended. Verify now: http://verify-now.net
ham,Are you coming to the party tonight?
spam,Win a free iPhone by participating here: http://scam.com/claim
spam,Win a free iPhone by participating here: http://verify-now.net
ham,Good luck with your coding test tomorrow!
ham,"I'll call you after work, probably around 5 PM."
spam,Get cheap phone at 90% off. Visit http://bit.ly/winprize now!
ham,Don't forget to bring the charger tomorrow.
ham,Please remind me to pick up laptop on my way home.
spam,Get cheap laptop at 90% off. Visit http://scam.com/claim now!
spam,Get cheap phone at 90% off. Visit http://bit.ly/winprize now!
ham,"I'll call you after work, probably around 7:30 PM."
ham,Don't forget to bring the book tomorrow.
spam,"Dear user, you are eligible for a loan of $100. Apply now: http://freegift.co"
spam,You have been selected for a cash prize of $100. Call +447911123456 immediately!
ham,Happy Birthday! Hope you have an amazing day!
spam,Earn $250 working from home. Sign up at http://scam.com/claim
spam,Earn $250 working from home. Sign up at http://verify-now.net
spam,Win a free iPhone by participating here: http://scam.com/claim
ham,Can you send me the notes from history class?
ham,Thanks for helping me with the assignment yesterday.
ham,Please remind me to pick up charger on my way home.
ham,"I'll call you after work, probably around 5 PM."
ham,"Hey, are we still meeting at 8 AM today?"
ham,Let’s catch up over coffee sometime this week.
spam,Your parcel is waiting. Confirm delivery at http://bit.ly/winprize
ham,Happy Birthday! Hope you have an amazing day!
spam,Urgent! Your account will be suspended. Verify now: http://bit.ly/winprize
spam,"Dear user, you are eligible for a loan of $500. Apply now: http://bit.ly/winprize"
ham,Don't forget to bring the laptop tomorrow.
ham,Let’s catch up over coffee sometime this week.
ham,Good luck with your coding test tomorrow!
ham,Good luck with your math exam tomorrow!
ham,"Hey, are we still meeting at noon today?"
ham,Please remind me to pick up charger on my way home.
ham,Are you coming to the game night tonight?
ham,Happy Birthday! Hope you have an amazing day!
ham,Happy Birthday! Hope you have an amazing day!
ham,Good luck with your coding test tomorrow!
spam,Congratulations! You've won a $1000 gift card. Click here to claim: http://scam.com/claim
ham,Can you send me the notes from science class?
ham,Good luck with your final project tomorrow!
spam,Urgent! Your account will be suspended. Verify now: http://freegift.co
ham,"I'll call you after work, probably around 8 AM."
ham,Thanks for helping me with the assignment yesterday.
spam,Win a free iPhone by participating here: http://freegift.co
ham,Happy Birthday! Hope you have an amazing day!
ham,Can you send me the notes from math class?
spam,Congratulations! You've won a $250 gift card. Click here to claim: http://bit.ly/winprize
ham,Are you coming to the concert tonight?
ham,Can you send me the notes from math class?
ham,"I'll call you after work, probably around 7:30 PM."
ham,Happy Birthday! Hope you have an amazing day!
spam,Get cheap headphones at 90% off. Visit http://bit.ly/winprize now!
spam,Hot singles in your area want to chat! Click http://verify-now.net
ham,Good luck with your final project tomorrow!
spam,You have been selected for a cash prize of $100. Call +1800123456 immediately!
spam,Earn $1000 working from home. Sign up at http://verify-now.net
ham,Please remind me to pick up laptop on my way home.
ham,Are you coming to the concert tonight?
ham,Can you send me the notes from science class?
ham,Good luck with your math exam tomorrow!
ham,Let’s catch up over sushi sometime this week.
spam,Claim your free headphones today. Limited offer: http://freegift.co
spam,"Dear user, you are eligible for a loan of $2000. Apply now: http://freegift.co"
ham,Don't forget to bring the book tomorrow.
ham,Don't forget to bring the keys tomorrow.
spam,Hot singles in your area want to chat! Click http://bit.ly/winprize
spam,Urgent! Your account will be suspended. Verify now: http://scam.com/claim
spam,Earn $2000 working from home. Sign up at http://verify-now.net
ham,Can you send me the notes from computer class?
spam,Earn $2000 working from home. Sign up at http://verify-now.net
spam,Hot singles in your area want to chat! Click http://bit.ly/winprize
spam,Claim your free headphones today. Limited offer: http://verify-now.net
spam,Claim your free headphones today. Limited offer: http://bit.ly/winprize
ham,"Hey, are we still meeting at noon today?"
ham,Thanks for helping me with the presentation yesterday.
ham,Can you send me the notes from history class?
spam,Claim your free phone today. Limited offer: http://freegift.co
spam,Urgent! Your account will be suspended. Verify now: http://freegift.co
spam,"Dear user, you are eligible for a loan of $1000. Apply now: http://freegift.co"
ham,Let’s catch up over pizza sometime this week.
ham,"Hey, are we still meeting at 5 PM today?"
ham,Can you send me the notes from science class?
spam,Get cheap watch at 90% off. Visit http://bit.ly/winprize now!
spam,You have been selected for a cash prize of $250. Call +1800123456 immediately!
spam,Hot singles in your area want to chat! Click http://bit.ly/winprize
spam,Claim your free phone today. Limited offer: http://freegift.co
ham,"Hey, are we still meeting at 5 PM today?"
ham,"Hey, are we still meeting at 7:30 PM today?"
spam,Urgent! Your account will be suspended. Verify now: http://verify-now.net
ham,Good luck with your math exam tomorrow!
ham,Please remind me to pick up charger on my way home.
ham,Thanks for helping me with the cleaning yesterday.
ham,Can you send me the notes from science class?
ham,Thanks for helping me with the presentation yesterday.
spam,You have been selected for a cash prize of $100. Call +447911123456 immediately!
ham,Happy Birthday! Hope you have an amazing day!
spam,Get cheap laptop at 90% off. Visit http://verify-now.net now!
ham,"Hey, are we still meeting at 8 AM today?"
spam,Your parcel is waiting. Confirm delivery at http://verify-now.net
spam,Urgent! Your account will be suspended. Verify now: http://scam.com/claim
spam,Win a free iPhone by participating here: http://freegift.co
spam,"Dear user, you are eligible for a loan of $500. Apply now: http://verify-now.net"
ham,Please remind me to pick up charger on my way home.
ham,Please remind me to pick up laptop on my way home.
spam,Urgent! Your account will be suspended. Verify now: http://verify-now.net
spam,Congratulations! You've won a $500 gift card. Click here to claim: http://freegift.co
spam,Win a free iPhone by participating here: http://scam.com/claim
ham,Please remind me to pick up keys on my way home.
ham,Let’s catch up over coffee sometime this week.
ham,Please remind me to pick up laptop on my way home.
spam,You have been selected for a cash prize of $2000. Call +919876543210 immediately!
ham,Can you send me the notes from science class?
spam,You have been selected for a cash prize of $500. Call +1800123456 immediately!
ham,Please remind me to pick up keys on my way home.
ham,Thanks for helping me with the assignment yesterday.
ham,"Hey, are we still meeting at 5 PM today?"
ham,Please remind me to pick up book on my way home.
ham,Let’s catch up over coffee sometime this week.
ham,"I'll call you after work, probably around 7:30 PM."
spam,Urgent! Your account will be suspended. Verify now: http://scam.com/claim
ham,Don't forget to bring the laptop tomorrow.
spam,Congratulations! You've won a $100 gift card. Click here to claim: http://verify-now.net
spam,Urgent! Your account will be suspended. Verify now: http://verify-now.net
ham,Thanks for helping me with the assignment yesterday.
spam,Your parcel is waiting. Confirm delivery at http://scam.com/claim
spam,Earn $1000 working from home. Sign up at http://scam.com/claim
spam,Claim your free phone today. Limited offer: http://verify-now.net
ham,Let’s catch up over burger sometime this week.
spam,Hot singles in your area want to chat! Click http://freegift.co
ham,Thanks for helping me with the presentation yesterday.
ham,"I'll call you after work, probably around 7:30 PM."
spam,You have been selected for a cash prize of $100. Call +919876543210 immediately!
spam,Claim your free watch today. Limited offer: http://scam.com/claim
ham,Thanks for helping me with the assignment yesterday.
ham,Happy Birthday! Hope you have an amazing day!
spam,"Dear user, you are eligible for a loan of $500. Apply now: http://freegift.co"
spam,Get cheap headphones at 90% off. Visit http://freegift.co now!
spam,Hot singles in your area want to chat! Click http://verify-now.net
ham,Are you coming to the game night tonight?
spam,Hot singles in your area want to chat! Click http://verify-now.net
spam,Claim your free phone today. Limited offer: http://bit.ly/winprize
spam,Congratulations! You've won a $2000 gift card. Click here to claim: http://bit.ly/winprize
spam,Hot singles in your area want to chat! Click http://freegift.co
ham,Don't forget to bring the charger tomorrow.
spam,Get cheap watch at 90% off. Visit http://verify-now.net now!
spam,Congratulations! You've won a $1000 gift card. Click here to claim: http://scam.com/claim
ham,Are you coming to the concert tonight?
spam,Claim your free phone today. Limited offer: http://bit.ly/winprize
spam,Your parcel is waiting. Confirm delivery at http://bit.ly/winprize
spam,You have been selected for a cash prize of $2000. Call +1800123456 immediately!
ham,Let’s catch up over burger sometime this week.
ham,Don't forget to bring the charger tomorrow.
ham,"Hey, are we still meeting at 8 AM today?"
spam,"Dear user, you are eligible for a loan of $250. Apply now: http://freegift.co"
spam,Claim your free laptop today. Limited offer: http://scam.com/claim
spam,Your parcel is waiting. Confirm delivery at http://verify-now.net
spam,Earn $250 working from home. Sign up at http://freegift.co
ham,Thanks for helping me with the assignment yesterday.
ham,Let’s catch up over sushi sometime this week.
ham,"I'll call you after work, probably around noon."
ham,Thanks for helping me with the cleaning yesterday.
ham,Happy Birthday! Hope you have an amazing day!
spam,Your parcel is waiting. Confirm delivery at http://verify-now.net
spam,Your parcel is waiting. Confirm delivery at http://bit.ly/winprize
spam,Urgent! Your account will be suspended. Verify now: http://bit.ly/winprize
spam,"Dear user, you are eligible for a loan of $250. Apply now: http://verify-now.net"
spam,You have been selected for a cash prize of $500. Call +919876543210 immediately!
ham,"Hey, are we still meeting at 7:30 PM today?"
